"","Otu001 Enterobacteriaceae","Otu002 Enterococcaceae","Otu003 Porphyromonadaceae","Otu004 Desulfovibrionaceae","Otu005 Akkermansiaceae","Otu006 Bacteroidaceae","Otu007 Porphyromonadaceae","Otu008 Acidaminococcaceae","Otu009 Bacteroidaceae","Otu010 Acidaminococcaceae","Otu011 Sutterellaceae","Otu012 Bacteroidaceae","Otu013 Rikenellaceae","Otu014 Bacteroidaceae","Otu015 Bacteroidaceae","Otu016 Lachnospiraceae","Otu017 Sutterellaceae","Otu018 Bacteroidaceae","Otu019 Porphyromonadaceae","Otu020 Bacteroidaceae","Otu021 Lachnospiraceae","Otu022 Lachnospiraceae","Otu023 Lachnospiraceae","Otu024 Sutterellaceae","Otu025 Lachnospiraceae","Otu026 Odoribacteraceae","Otu027 Sutterellaceae","Otu028 Bacteroidaceae","Otu029 Erysipelotrichaceae","Otu030 Lachnospiraceae","Otu031 Bacillales","Otu032 Lachnospiraceae","Otu033 Erysipelotrichaceae","Otu034 Rikenellaceae","Otu035 Lachnospiraceae","Otu036 Ruminococcaceae","Otu037 Lachnospiraceae","Otu038 Paenibacillaceae_1","Otu039 Clostridiaceae","Otu040 Odoribacteraceae","Otu041 Odoribacteraceae","Otu042 Staphylococcaceae","Otu043 Firmicutes","Otu044 Enterobacteriaceae","Otu045 Rikenellaceae","Otu046 Bacillaceae_1","Otu047 Odoribacteraceae","Otu048 Lachnospiraceae","Otu049 Desulfovibrionaceae","Otu050 Lachnospiraceae","Otu051 Erysipelotrichaceae","Otu052 Erysipelatoclostridiaceae","Otu053 Listeriaceae","Otu054 Ruminococcaceae","Otu055 Lachnospiraceae","Otu056 Bacteroidaceae","Otu057 Ruminococcaceae","Otu058 Clostridiaceae","Otu059 Lactobacillaceae","Otu060 Eubacteriaceae","Otu061 Lachnospiraceae","Otu062 Firmicutes","Otu063 Ruminococcaceae","Otu064 Lachnospiraceae","Otu065 Paenibacillaceae_1","Otu066 Lachnospiraceae","Otu067 Lachnospiraceae","Otu068 Lachnospiraceae","Otu069 Pseudomonadaceae","Otu070 Lachnospiraceae","Otu071 Odoribacteraceae","Otu072 Ruminococcaceae","Otu073 Ruminococcaceae","Otu074 Prevotellaceae","Otu075 Lachnospiraceae","Otu076 Paenibacillaceae_1","Otu077 Erysipelotrichaceae","Otu078 Bacillaceae_1","Otu079 Ruminococcaceae","Otu080 Lachnospiraceae","Otu081 Sutterellaceae","Otu082 Lachnospiraceae","Otu083 Ruminococcaceae","Otu084 Lachnospiraceae","Otu085 Lachnospiraceae","Otu086 Lachnospiraceae","Otu087 Lachnospiraceae","Otu088 Lachnospiraceae","Otu089 Clostridiaceae","Otu090 Ruminococcaceae","Otu091 Lachnospiraceae","Otu092 Bacteria","Otu093 Erysipelotrichaceae","Otu094 Bacteroidaceae","Otu095 Ruminococcaceae","Otu096 Rikenellaceae","Otu097 Ruminococcaceae","Otu098 Ruminococcaceae","Otu099 Bacillaceae_2","Otu100 Ruminococcaceae","Otu101 Lachnospiraceae","Otu102 Clostridiaceae","Otu103 Paenibacillaceae_1","Otu104 Lachnospiraceae","Otu105 Eggerthellaceae","Otu106 Ruminococcaceae","Otu107 Lachnospiraceae","Otu108 Lachnospiraceae","Otu109 Ruminococcaceae","Otu110 Lachnospiraceae","Otu111 Lachnospiraceae","Otu112 Lachnospiraceae","Otu113 Erysipelotrichaceae","Otu114 Clostridiaceae","Otu115 Clostridiaceae","Otu116 Odoribacteraceae","Otu117 Bacillales","Otu118 Ruminococcaceae","Otu119 Ruminococcaceae","Otu120 Lachnospiraceae","Otu121 Erysipelotrichaceae","Otu122 Clostridiaceae","Otu123 Erysipelotrichaceae","Otu124 Barnesiellaceae","Otu125 Lachnospiraceae","Otu126 Paenibacillaceae_1","Otu127 Lachnospiraceae","Otu128 Bacteroidaceae","Otu129 Paenibacillaceae_1","Otu130 Lachnospiraceae","Otu131 Lachnospiraceae","Otu132 Barnesiellaceae","Otu133 Prevotellaceae","Otu134 Ruminococcaceae","Otu135 Lachnospiraceae","Otu136 Peptostreptococcaceae","Otu137 Paenibacillaceae_1","Otu138 Ruminococcaceae","Otu139 Ruminococcaceae","Otu140 Ruminococcaceae","Otu141 Clostridiaceae","Otu142 Muribaculaceae","Otu143 Ruminococcaceae","Otu144 Eggerthellaceae","Otu145 Clostridiaceae","Otu146 Lachnospiraceae","Otu147 Lachnospiraceae","Otu148 Clostridiaceae","Otu149 Coriobacteriaceae","Otu150 Lachnospiraceae","Otu151 Ruminococcaceae","Otu152 Lachnospiraceae","Otu153 Bacteroidaceae","Otu154 Lachnospiraceae","Otu155 Ruminococcaceae","Otu156 Ruminococcaceae","Otu157 Bacteria","Otu158 Lachnospiraceae","Otu159 Lachnospiraceae","Otu160 Lachnospiraceae","Otu161 Ruminococcaceae","Otu162 Akkermansiaceae","Otu163 Ruminococcaceae","Otu164 Clostridiaceae","Otu165 Lachnospiraceae","Otu166 Rikenellaceae","Otu167 Ruminococcaceae","Otu168 Paenibacillaceae_1","Otu169 Ruminococcaceae","Otu170 Ruminococcaceae","Otu171 Lachnospiraceae","Otu172 Lachnospiraceae","Otu173 Eubacteriaceae","Otu175 Enterobacteriaceae","Otu176 Micrococcaceae","Otu177 Bacteroidaceae","Otu178 Lachnospiraceae","Otu179 Lachnospiraceae","Otu180 Lachnospiraceae","Otu181 Bacteroidaceae","Otu182 Clostridiaceae","Otu183 Lachnospiraceae","Otu185 Lachnospiraceae","Otu187 Ruminococcaceae","Otu188 Victivallaceae","Otu189 Lachnospiraceae","Otu190 Ruminococcaceae","Otu191 Oxalobacteraceae","Otu192 Ruminococcaceae","Otu193 Lachnospiraceae","Otu194 Firmicutes","Otu195 Ruminococcaceae","Otu197 Bacteroidaceae","Otu198 Bacteroidaceae","Otu200 Clostridiaceae","Otu201 Erysipelotrichaceae","Otu203 Ruminococcaceae","Otu204 Eggerthellaceae","Otu206 Firmicutes","Otu207 Ruminococcaceae","Otu209 Erysipelotrichaceae","Otu210 Bacteroidaceae","Otu211 Lachnospiraceae","Otu216 Ruminococcaceae","Otu218 Lachnospiraceae","Otu221 Bacteroidaceae","Otu222 Erysipelotrichaceae","Otu223 Erysipelotrichaceae","Otu224 Lachnospiraceae","Otu227 Ruminococcaceae","Otu229 Bacteroidaceae","Otu237 Bacteroidaceae","Otu240 Lachnospiraceae","Otu241 Ruminococcaceae","Otu243 Lachnospiraceae","Otu251 Bacteroidales","Otu273 Lachnospiraceae","Otu276 Ruminococcaceae"
"E_NP_ABX10",0,21,0,94,254,0,69,0,2,0,0,55,128,14,0,0,0,0,147,117,0,0,2,9,0,4,0,35,0,0,0,0,0,14,1,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F_1L_ABX10",0,94,186,56,0,60,14,23,66,0,7,0,3,0,24,42,0,14,7,0,33,35,0,8,10,0,0,0,58,19,0,6,5,0,1,13,7,0,0,5,0,0,0,0,0,0,5,79,6,0,0,5,0,0,0,0,7,0,0,0,2,18,0,0,0,0,0,0,0,15,1,0,3,0,0,0,4,0,0,3,0,9,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,3,1,1,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F_1R_ABX10",2,15,200,62,0,45,24,40,86,0,6,0,5,8,40,34,0,30,2,0,53,32,0,7,8,0,0,0,63,16,0,1,13,0,9,21,12,0,2,5,0,0,0,0,0,0,10,40,4,0,0,2,0,0,0,0,3,0,0,0,2,9,0,0,0,0,0,0,0,7,0,0,0,3,0,0,1,0,8,0,0,4,6,0,8,0,0,0,0,1,0,0,0,4,0,1,2,0,0,7,0,0,0,10,5,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F_NP_ABX10",0,22,178,51,0,180,16,56,74,0,22,0,3,5,26,38,1,8,1,0,39,37,0,0,2,0,0,0,22,26,0,6,4,0,7,28,3,0,0,1,0,0,0,0,0,0,10,45,8,1,0,0,0,0,0,0,6,0,0,0,1,15,0,0,0,0,0,0,0,7,0,0,0,3,0,0,2,0,1,0,0,5,2,0,7,0,0,0,1,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_1EA_ABX10",306,0,0,212,0,0,277,160,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_1L_ABX10",419,0,0,206,0,0,251,78,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_1R_ABX10",391,1,0,151,0,0,282,127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G_NP_ABX10",389,2,0,203,0,0,248,125,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H_1EA_ABX10",318,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,14,0,53,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H_1L_ABX10",303,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,14,0,62,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H_1R_ABX10",297,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,16,0,124,0,0,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I_1L_ABX10",35,0,225,117,0,79,34,0,13,0,12,0,19,0,88,40,7,37,23,0,15,0,0,6,61,0,0,0,0,27,0,29,27,0,30,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,10,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I_1R_ABX10",27,0,196,90,1,61,43,0,46,0,0,0,20,1,55,5,1,49,22,0,22,0,0,18,95,0,0,0,0,37,0,14,57,0,27,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,23,1,0,0,0,0,9,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I_NP_ABX10",24,0,226,94,0,137,34,0,31,0,0,0,16,1,60,0,10,57,21,0,26,0,0,21,106,0,0,0,0,29,0,4,15,0,16,0,0,0,0,6,0,0,0,0,0,0,12,0,3,0,5,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J_1L_ABX10",305,0,244,83,0,38,46,0,47,0,0,0,70,6,0,0,2,9,54,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,63,0,0,0,0,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"J_NP_ABX10",190,0,259,104,0,55,40,0,48,0,0,0,62,5,7,0,7,24,49,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
